desercion_año_anterior,frecuencia_viajes,departamento,distancia_domicilio,educacion,formacion,conteo_de_empleados,ID,nivel_de_cargo,nombre_cargo,estado_civil,ingresos_mensuales,empresas_anteriores,edad>18,porcentaje_aumentosalario,horas_trabajo,nivel_de_opciones,años_de_trabajo,numero_capacitaciones,años_jefe_actual,satisfaccion_entorno,satisfaccion_laboral,conciliacion_faimilar_laboral,implicacion_laboral,rendimiento,tiempo_prom_dia
No,Non-Travel,Sales,2,4,Life Sciences,1,886,2,Manufacturing Director,Married,58550,1.0,Y,14,8,1,10.0,3,5,1.0,1.0,3.0,2,3,7.4007
No,Travel_Frequently,Research & Development,7,3,Medical,1,887,2,Research Scientist,Single,36170,7.0,Y,21,8,1,10.0,5,3,4.0,1.0,3.0,3,4,6.6856
No,Travel_Rarely,Research & Development,18,1,Medical,1,888,2,Manufacturing Director,Married,67250,9.0,Y,17,8,1,7.0,3,1,3.0,3.0,3.0,3,3,10.7415
No,Travel_Frequently,Sales,28,4,Marketing,1,889,5,Manufacturing Director,Divorced,103250,1.0,Y,11,8,1,9.0,3,2,3.0,4.0,3.0,2,3,5.8571
No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,890,3,Healthcare Representative,Married,69490,1.0,Y,14,8,1,10.0,2,4,3.0,1.0,2.0,3,3,7.0027
No,Travel_Rarely,Research & Development,6,2,Life Sciences,1,891,3,Research Scientist,Married,106090,2.0,Y,17,8,1,10.0,2,7,2.0,1.0,3.0,3,3,6.0662
No,Travel_Rarely,Research & Development,2,1,Life Sciences,1,892,4,Research Scientist,Divorced,44470,1.0,Y,13,8,0,7.0,4,7,4.0,1.0,3.0,3,3,5.9437
No,Travel_Rarely,Research & Development,2,3,Medical,1,893,2,Sales Executive,Married,21570,1.0,Y,25,8,0,16.0,1,10,2.0,1.0,3.0,2,4,7.1756
No,Travel_Rarely,Research & Development,23,3,Life Sciences,1,894,3,Manufacturing Director,Divorced,46010,0.0,Y,15,8,2,6.0,2,0,2.0,1.0,2.0,3,3,7.1174
No,Travel_Rarely,Research & Development,3,1,Life Sciences,1,895,1,Laboratory Technician,Single,170990,1.0,Y,14,8,1,3.0,2,2,3.0,4.0,3.0,3,3,7.4377
Yes,Travel_Frequently,Research & Development,3,5,Medical,1,896,1,Research Director,Single,24790,1.0,Y,12,8,1,0.0,2,0,2.0,4.0,4.0,2,3,8.1953
No,Travel_Rarely,Research & Development,25,4,Medical,1,897,2,Research Scientist,Married,148520,3.0,Y,19,8,3,27.0,3,0,4.0,3.0,3.0,2,3,5.8699
No,Travel_Rarely,Sales,2,4,Life Sciences,1,898,1,Laboratory Technician,Divorced,72640,0.0,Y,17,8,0,11.0,5,7,3.0,3.0,3.0,3,3,6.2354
No,Travel_Rarely,Research & Development,22,1,Life Sciences,1,899,1,Laboratory Technician,Married,56660,1.0,Y,14,8,1,18.0,2,12,1.0,3.0,3.0,3,3,7.008
No,Non-Travel,Research & Development,29,3,Medical,1,900,2,Sales Executive,Married,78230,1.0,Y,13,8,1,15.0,3,9,3.0,3.0,3.0,3,3,5.7193
No,Travel_Rarely,Research & Development,29,4,Technical Degree,1,901,1,Laboratory Technician,Married,78800,3.0,Y,12,8,1,9.0,2,2,3.0,3.0,2.0,4,3,7.673
No,Travel_Frequently,Research & Development,2,3,Technical Degree,1,902,2,Manager,Single,131940,0.0,Y,11,8,0,10.0,2,8,1.0,3.0,1.0,3,3,6.2057
No,Travel_Rarely,Research & Development,28,3,Life Sciences,1,903,2,Laboratory Technician,Divorced,50670,1.0,Y,11,8,2,10.0,3,9,4.0,4.0,3.0,2,3,7.1114
No,Travel_Rarely,Research & Development,2,4,Life Sciences,1,904,3,Sales Executive,Married,50790,3.0,Y,11,8,0,10.0,3,2,4.0,3.0,4.0,3,3,8.9724
Yes,Travel_Rarely,Research & Development,2,3,Life Sciences,1,905,3,Healthcare Representative,Married,23210,9.0,Y,12,8,1,15.0,0,0,4.0,1.0,3.0,3,3,5.751
No,Travel_Rarely,Research & Development,22,3,Life Sciences,1,906,2,Healthcare Representative,Married,174440,1.0,Y,14,8,0,8.0,4,7,2.0,2.0,1.0,3,3,7.368
No,Travel_Rarely,Research & Development,8,3,Technical Degree,1,907,2,Healthcare Representative,Single,24040,6.0,Y,17,8,0,18.0,2,3,3.0,4.0,2.0,2,3,8.8476
No,Travel_Frequently,Sales,2,2,Marketing,1,908,1,Laboratory Technician,Married,34520,4.0,Y,11,8,1,14.0,2,2,1.0,4.0,3.0,2,3,8.0068
No,Travel_Frequently,Sales,10,4,Marketing,1,909,3,Manager,Married,22700,2.0,Y,14,8,3,23.0,2,2,3.0,4.0,3.0,3,3,6.5119
Yes,Travel_Rarely,Research & Development,9,3,Life Sciences,1,910,2,Manager,Divorced,173990,6.0,Y,12,8,0,7.0,3,2,3.0,4.0,2.0,1,3,10.1401
No,Travel_Frequently,Research & Development,15,3,Life Sciences,1,911,2,Research Scientist,Single,54880,1.0,Y,22,8,1,6.0,6,3,1.0,4.0,3.0,3,4,8.3388
No,Travel_Rarely,Sales,10,4,Life Sciences,1,912,3,Sales Executive,Married,194190,7.0,Y,14,8,1,5.0,2,2,2.0,3.0,3.0,1,3,6.6233
No,Travel_Frequently,Research & Development,7,3,Life Sciences,1,913,1,Research Scientist,Single,28110,2.0,Y,20,8,0,6.0,3,2,4.0,4.0,2.0,3,4,6.2557
Yes,Travel_Rarely,Sales,16,4,Marketing,1,914,1,Research Director,Single,36330,3.0,Y,16,8,2,10.0,0,3,1.0,1.0,1.0,3,3,10.2762
No,Travel_Rarely,Research & Development,20,1,Medical,1,915,2,Manager,Single,41630,9.0,Y,15,8,1,8.0,4,4,3.0,3.0,3.0,2,3,6.8846
No,Travel_Rarely,Research & Development,23,3,Life Sciences,1,916,3,Sales Executive,Married,21320,4.0,Y,20,8,0,9.0,1,2,2.0,1.0,3.0,2,4,7.3752
No,Travel_Frequently,Sales,5,1,Marketing,1,917,4,Manufacturing Director,Divorced,139730,1.0,Y,14,8,0,7.0,3,7,4.0,3.0,3.0,2,3,5.7062
No,Travel_Rarely,Sales,10,3,Marketing,1,918,2,Research Director,Married,26840,4.0,Y,12,8,0,7.0,2,0,4.0,2.0,3.0,3,3,6.3385
No,Travel_Rarely,Sales,4,2,Life Sciences,1,919,2,Research Director,Married,108450,3.0,Y,24,8,0,27.0,4,2,1.0,2.0,3.0,2,4,7.4877
No,Travel_Rarely,Research & Development,2,2,Medical,1,920,3,Sales Executive,Divorced,43770,5.0,Y,12,8,1,19.0,2,11,4.0,1.0,3.0,2,3,7.507
No,Travel_Rarely,Research & Development,18,4,Medical,1,921,2,Sales Executive,Single,37430,1.0,Y,13,8,1,2.0,2,2,3.0,3.0,3.0,3,3,6.2
No,Travel_Rarely,Research & Development,10,3,Medical,1,922,3,Laboratory Technician,Divorced,41480,1.0,Y,11,8,0,11.0,3,9,4.0,2.0,3.0,3,3,7.2117
No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,923,2,Healthcare Representative,Single,10510,2.0,Y,14,8,0,15.0,2,3,1.0,2.0,3.0,3,3,5.4816
No,Travel_Rarely,Human Resources,6,2,Life Sciences,1,924,2,Research Scientist,Married,107390,2.0,Y,11,8,3,30.0,3,12,3.0,3.0,3.0,3,3,8.2603
No,Non-Travel,Research & Development,8,4,Life Sciences,1,925,4,Laboratory Technician,Married,103880,0.0,Y,14,8,0,4.0,2,2,4.0,3.0,3.0,3,3,7.6985
No,Travel_Rarely,Research & Development,2,2,Medical,1,926,2,Healthcare Representative,Divorced,114160,6.0,Y,16,8,0,13.0,2,4,4.0,1.0,3.0,3,3,6.0313
No,Travel_Rarely,Sales,24,3,Marketing,1,927,1,Laboratory Technician,Married,26000,3.0,Y,14,8,0,36.0,5,7,2.0,3.0,3.0,3,3,7.0055
No,Travel_Rarely,Research & Development,2,4,Life Sciences,1,928,1,Research Scientist,Married,24220,1.0,Y,11,8,1,14.0,2,11,3.0,3.0,3.0,3,3,7.4178
Yes,Travel_Frequently,Research & Development,17,4,Medical,1,929,1,Research Director,Single,54720,3.0,Y,11,8,1,13.0,3,7,4.0,4.0,4.0,2,3,7.7742
No,Travel_Frequently,Research & Development,19,2,Life Sciences,1,930,2,Research Scientist,Married,24510,7.0,Y,12,8,1,19.0,3,9,4.0,4.0,4.0,3,3,6.9957
No,Travel_Rarely,Research & Development,1,2,Medical,1,931,2,Sales Representative,Divorced,42400,1.0,Y,14,8,0,10.0,2,9,1.0,2.0,2.0,2,3,10.4468
No,Travel_Rarely,Research & Development,7,3,Medical,1,932,5,Sales Executive,Divorced,109990,1.0,Y,18,8,3,6.0,3,4,4.0,4.0,3.0,2,3,5.8456
No,Travel_Rarely,Research & Development,5,4,Technical Degree,1,933,5,Research Scientist,Divorced,50030,2.0,Y,13,8,0,10.0,5,6,4.0,2.0,2.0,3,3,6.0425
No,Travel_Rarely,Research & Development,28,4,Technical Degree,1,934,2,Sales Executive,Married,127420,1.0,Y,11,8,0,10.0,4,2,1.0,4.0,3.0,2,3,7.1829
No,Travel_Rarely,Research & Development,2,4,Medical,1,935,1,Laboratory Technician,Divorced,42270,4.0,Y,18,8,0,17.0,3,2,4.0,1.0,2.0,2,3,9.1501
No,Travel_Frequently,Sales,29,2,Medical,1,936,1,Sales Executive,Single,39170,1.0,Y,15,8,3,4.0,2,3,4.0,2.0,3.0,3,3,7.5559
No,Travel_Rarely,Research & Development,1,4,Medical,1,937,3,Laboratory Technician,Divorced,183030,6.0,Y,22,8,1,29.0,2,2,2.0,2.0,3.0,2,4,6.3068
No,Travel_Rarely,Research & Development,21,3,Medical,1,938,2,Manufacturing Director,Single,23800,4.0,Y,13,8,0,23.0,3,0,3.0,3.0,3.0,1,3,6.1049
No,Travel_Rarely,Research & Development,24,4,Life Sciences,1,939,4,Manager,Single,137260,3.0,Y,12,8,0,21.0,6,2,4.0,3.0,3.0,4,3,10.607
No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,940,1,Sales Representative,Single,47770,1.0,Y,18,8,1,2.0,3,2,4.0,1.0,3.0,3,3,7.456
No,Non-Travel,Research & Development,18,2,Medical,1,941,2,Healthcare Representative,Divorced,63850,1.0,Y,13,8,0,7.0,6,2,3.0,4.0,3.0,2,3,9.0306
No,Travel_Rarely,Research & Development,2,2,Technical Degree,1,942,3,Sales Executive,Married,199730,6.0,Y,12,8,0,10.0,2,2,1.0,3.0,2.0,3,3,5.4562
No,Travel_Rarely,Research & Development,9,3,Technical Degree,1,943,3,Healthcare Representative,Divorced,68610,4.0,Y,12,8,0,8.0,2,2,3.0,4.0,3.0,2,3,7.9786
Yes,Travel_Rarely,Human Resources,6,3,Life Sciences,1,944,3,Laboratory Technician,Single,49690,1.0,Y,12,8,0,5.0,3,2,4.0,3.0,3.0,3,3,7.8013
No,Travel_Rarely,Research & Development,11,2,Life Sciences,1,945,1,Sales Executive,Married,198450,7.0,Y,11,8,1,7.0,3,0,4.0,3.0,2.0,3,3,7.0916
No,Travel_Rarely,Research & Development,24,3,Life Sciences,1,946,4,Research Director,Married,133200,3.0,Y,11,8,0,11.0,2,2,2.0,4.0,3.0,3,3,7.5406
Yes,Travel_Frequently,Sales,10,2,Marketing,1,947,1,Healthcare Representative,Married,63470,2.0,Y,12,8,1,19.0,3,7,4.0,3.0,3.0,1,3,9.4064
Yes,Travel_Rarely,Sales,1,3,Life Sciences,1,948,2,Research Scientist,Single,27430,1.0,Y,19,8,1,1.0,2,0,4.0,2.0,3.0,3,3,7.2856
No,Non-Travel,Research & Development,18,2,Medical,1,949,1,Human Resources,Single,108800,1.0,Y,23,8,1,7.0,5,7,4.0,4.0,3.0,3,4,7.0747
No,Travel_Rarely,Research & Development,23,1,Life Sciences,1,950,5,Laboratory Technician,Divorced,23420,5.0,Y,11,8,2,8.0,2,2,1.0,2.0,3.0,3,3,7.6076
No,Travel_Rarely,Sales,28,3,Life Sciences,1,951,2,Research Scientist,Married,176500,1.0,Y,19,8,1,15.0,6,13,2.0,4.0,4.0,1,3,7.4248
No,Travel_Rarely,Sales,17,4,Medical,1,952,1,Manager,Divorced,40250,3.0,Y,13,8,1,19.0,5,0,3.0,4.0,4.0,2,3,5.835
No,Travel_Rarely,Sales,3,3,Life Sciences,1,953,3,Manager,Married,97250,1.0,Y,11,8,0,14.0,0,13,2.0,2.0,3.0,3,3,7.2241
No,Travel_Frequently,Research & Development,13,3,Life Sciences,1,954,1,Laboratory Technician,Divorced,119040,1.0,Y,12,8,1,6.0,4,3,3.0,4.0,2.0,3,3,6.3567
No,Travel_Rarely,Research & Development,7,2,Life Sciences,1,955,1,Healthcare Representative,Married,21770,1.0,Y,13,8,0,10.0,5,7,2.0,4.0,3.0,3,3,6.5752
Yes,Travel_Rarely,Research & Development,12,2,Medical,1,956,2,Research Scientist,Divorced,75250,1.0,Y,14,8,2,3.0,2,2,3.0,4.0,3.0,3,3,9.0724
No,Travel_Rarely,Human Resources,1,3,Life Sciences,1,957,1,Research Scientist,Married,48340,1.0,Y,14,8,0,9.0,1,7,3.0,4.0,3.0,4,3,8.1639
No,Travel_Frequently,Research & Development,13,3,Life Sciences,1,958,3,Sales Executive,Single,20420,0.0,Y,16,8,0,6.0,2,4,1.0,4.0,4.0,3,3,7.6366
No,Travel_Rarely,Research & Development,25,4,Life Sciences,1,959,2,Sales Executive,Married,22200,1.0,Y,11,8,0,10.0,2,8,4.0,4.0,3.0,1,3,7.801
No,Travel_Rarely,Research & Development,6,3,Life Sciences,1,960,3,Sales Executive,Married,10520,1.0,Y,13,8,0,5.0,3,4,3.0,3.0,3.0,3,3,6.4417
No,Travel_Rarely,Sales,6,4,Marketing,1,961,1,Research Scientist,Single,28210,1.0,Y,17,8,0,10.0,3,7,4.0,3.0,3.0,3,3,6.5261
No,Travel_Rarely,Research & Development,2,2,Life Sciences,1,962,2,Research Scientist,Married,192370,9.0,Y,11,8,1,9.0,2,2,4.0,3.0,3.0,3,3,7.3527
No,Travel_Rarely,Human Resources,1,4,Life Sciences,1,963,3,Research Scientist,Single,41070,3.0,Y,11,8,1,17.0,2,7,3.0,4.0,2.0,1,3,5.8319
No,Non-Travel,Sales,2,3,Life Sciences,1,964,2,Manufacturing Director,Married,83960,3.0,Y,15,8,2,25.0,3,4,3.0,3.0,2.0,2,3,5.9937
Yes,Travel_Rarely,Sales,6,2,Medical,1,965,2,Manager,Married,20070,1.0,Y,12,8,0,1.0,2,0,4.0,3.0,3.0,2,3,6.0749
Yes,Travel_Frequently,Research & Development,1,3,Medical,1,966,2,Sales Executive,Married,196270,7.0,Y,11,8,2,25.0,1,10,3.0,3.0,1.0,3,3,6.4594
No,Travel_Rarely,Research & Development,9,1,Medical,1,967,1,Sales Executive,Married,106860,1.0,Y,14,8,1,3.0,2,2,4.0,3.0,4.0,3,3,7.5958
No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,968,1,Research Director,Single,29420,1.0,Y,22,8,1,21.0,4,6,4.0,2.0,3.0,3,4,5.9972
No,Travel_Frequently,Sales,1,1,Marketing,1,969,2,Laboratory Technician,Married,88580,6.0,Y,16,8,1,10.0,2,3,1.0,3.0,2.0,3,3,6.27
No,Travel_Rarely,Research & Development,14,2,Life Sciences,1,970,1,Sales Executive,Married,167560,1.0,Y,11,8,2,6.0,5,3,2.0,3.0,4.0,3,3,6.584
No,Non-Travel,Sales,2,2,Medical,1,971,2,Research Scientist,Married,107980,6.0,Y,14,8,2,10.0,5,2,3.0,2.0,3.0,1,3,7.1645
No,Travel_Rarely,Research & Development,22,2,Technical Degree,1,972,1,Healthcare Representative,Married,23230,2.0,Y,16,8,1,18.0,2,0,2.0,1.0,3.0,3,3,9.3124
No,Travel_Rarely,Research & Development,3,3,Life Sciences,1,973,1,Research Scientist,Divorced,14160,1.0,Y,15,8,1,6.0,3,2,2.0,1.0,4.0,2,3,5.582
No,Travel_Rarely,Research & Development,6,3,Medical,1,974,4,Sales Executive,Single,46150,6.0,Y,12,8,0,19.0,3,9,3.0,2.0,3.0,2,3,7.4236
No,Travel_Rarely,Sales,8,4,Life Sciences,1,975,1,Laboratory Technician,Married,24610,2.0,Y,20,8,1,17.0,4,7,4.0,3.0,3.0,3,4,6.6983
No,Travel_Rarely,Sales,9,4,Marketing,1,976,1,Laboratory Technician,Married,87220,1.0,Y,17,8,1,10.0,3,8,2.0,4.0,2.0,3,3,6.692
No,Non-Travel,Research & Development,3,2,Life Sciences,1,977,2,Sales Executive,Married,39550,7.0,Y,12,8,1,4.0,5,0,3.0,2.0,1.0,3,3,7.2562
No,Travel_Rarely,Research & Development,1,4,Technical Degree,1,978,3,Sales Executive,Divorced,99570,4.0,Y,20,8,0,13.0,1,3,3.0,4.0,2.0,3,4,9.091
Yes,Travel_Rarely,Research & Development,1,3,Medical,1,979,2,Manufacturing Director,Divorced,33760,5.0,Y,20,8,0,16.0,3,2,2.0,1.0,3.0,3,4,9.9603
Yes,Travel_Rarely,Research & Development,26,3,Medical,1,980,2,Research Director,Single,88230,6.0,Y,13,8,2,10.0,3,0,1.0,2.0,3.0,3,3,6.8169
No,Travel_Rarely,Sales,6,4,Life Sciences,1,981,3,Manufacturing Director,Single,103220,1.0,Y,14,8,2,3.0,2,2,3.0,2.0,1.0,3,3,5.6875
No,Travel_Frequently,Sales,3,3,Marketing,1,982,2,Sales Executive,Single,46210,2.0,Y,18,8,1,9.0,3,4,4.0,4.0,2.0,3,3,6.1759
No,Non-Travel,Research & Development,3,3,Life Sciences,1,983,2,Manufacturing Director,Married,109760,1.0,Y,11,8,0,9.0,3,8,4.0,4.0,3.0,2,3,10.1165
No,Travel_Rarely,Research & Development,6,3,Technical Degree,1,984,1,Research Scientist,Married,36600,3.0,Y,11,8,2,10.0,0,2,4.0,3.0,1.0,2,3,7.4766
No,Travel_Rarely,Sales,6,3,Life Sciences,1,985,3,Manufacturing Director,Single,104820,1.0,Y,11,8,1,21.0,6,8,2.0,2.0,2.0,2,3,7.7161
No,Travel_Rarely,Research & Development,19,4,Medical,1,986,1,Sales Representative,Married,71190,4.0,Y,15,8,0,9.0,2,3,3.0,3.0,4.0,3,3,7.5049
No,Travel_Frequently,Sales,9,3,Life Sciences,1,987,1,Research Director,Single,95820,0.0,Y,12,8,1,10.0,2,7,4.0,1.0,3.0,3,3,5.924
No,Travel_Frequently,Sales,3,4,Marketing,1,988,1,Sales Executive,Married,45080,0.0,Y,11,8,1,3.0,5,1,1.0,4.0,3.0,3,3,5.6163
Yes,Travel_Frequently,Research & Development,10,3,Life Sciences,1,989,1,Human Resources,Divorced,22070,6.0,Y,14,8,0,6.0,4,2,3.0,4.0,2.0,3,3,6.2051
No,Travel_Rarely,Research & Development,3,2,Life Sciences,1,990,3,Laboratory Technician,Married,77560,1.0,Y,15,8,2,6.0,3,2,1.0,3.0,3.0,4,3,7.0288
No,Travel_Rarely,Sales,3,3,Life Sciences,1,991,1,Manager,Single,66940,1.0,Y,13,8,1,6.0,2,4,3.0,4.0,2.0,2,3,5.7975
Yes,Travel_Rarely,Sales,4,3,Marketing,1,992,5,Research Scientist,Single,36910,1.0,Y,13,8,0,2.0,3,2,2.0,2.0,3.0,3,3,6.2591
No,Travel_Frequently,Research & Development,8,4,Life Sciences,1,993,1,Sales Executive,Single,23770,8.0,Y,21,8,1,10.0,2,2,4.0,3.0,4.0,3,4,8.4867
No,Travel_Rarely,Sales,7,3,Life Sciences,1,994,3,Sales Executive,Divorced,23130,2.0,Y,11,8,0,12.0,5,7,3.0,1.0,3.0,3,3,7.4501
No,Travel_Rarely,Research & Development,1,2,Medical,1,995,2,Healthcare Representative,Married,176650,0.0,Y,11,8,0,6.0,5,2,4.0,4.0,3.0,2,3,9.4568
No,Non-Travel,Research & Development,2,4,Medical,1,996,1,Sales Representative,Single,25960,8.0,Y,14,8,1,13.0,4,7,4.0,2.0,2.0,3,3,6.7633
No,Travel_Rarely,Sales,3,4,Marketing,1,997,1,Sales Executive,Single,47280,3.0,Y,11,8,1,8.0,4,4,4.0,4.0,4.0,3,3,7.6048
Yes,Travel_Rarely,Research & Development,10,3,Life Sciences,1,998,1,Sales Executive,Single,43020,2.0,Y,13,8,0,11.0,3,0,1.0,1.0,2.0,1,3,7.5801
No,Travel_Frequently,Research & Development,28,3,Medical,1,999,1,Healthcare Representative,Married,29790,4.0,Y,12,8,1,9.0,3,5,3.0,2.0,2.0,3,3,7.7521
Yes,Travel_Rarely,Human Resources,9,4,Human Resources,1,1000,2,Laboratory Technician,Married,168850,2.0,Y,14,8,2,10.0,2,0,1.0,3.0,3.0,3,3,6.0184
No,Travel_Rarely,Research & Development,3,4,Other,1,1001,2,Sales Representative,Divorced,55930,1.0,Y,13,8,1,1.0,3,0,4.0,1.0,3.0,3,3,5.7109
No,Travel_Rarely,Research & Development,2,1,Medical,1,1002,1,Sales Representative,Married,104450,3.0,Y,18,8,1,10.0,3,7,3.0,3.0,3.0,3,3,6.552
No,Non-Travel,Research & Development,10,4,Life Sciences,1,1003,1,Laboratory Technician,Single,87400,2.0,Y,11,8,1,12.0,2,7,2.0,2.0,3.0,3,3,5.5088
No,Travel_Rarely,Research & Development,8,2,Technical Degree,1,1004,1,Manufacturing Director,Married,25140,3.0,Y,11,8,0,15.0,2,0,2.0,4.0,3.0,2,3,8.5123
Yes,Travel_Frequently,Research & Development,1,4,Other,1,1005,3,Sales Executive,Married,76550,9.0,Y,12,8,1,6.0,3,0,3.0,3.0,3.0,3,3,8.1034
No,Travel_Rarely,Human Resources,1,3,Other,1,1006,1,Healthcare Representative,Divorced,174650,8.0,Y,13,8,1,7.0,3,4,2.0,2.0,2.0,3,3,6.2811
No,Travel_Rarely,Research & Development,3,2,Life Sciences,1,1007,1,Sales Executive,Married,73510,8.0,Y,20,8,1,34.0,3,0,3.0,1.0,3.0,3,4,7.0869
No,Non-Travel,Research & Development,14,3,Other,1,1008,1,Research Scientist,Divorced,108200,5.0,Y,12,8,0,11.0,2,7,4.0,2.0,2.0,3,3,6.2554
No,Travel_Rarely,Research & Development,5,3,Medical,1,1009,1,Sales Representative,Divorced,121690,1.0,Y,19,8,0,5.0,2,4,3.0,1.0,3.0,3,3,6.0097
No,Non-Travel,Research & Development,7,4,Medical,1,1010,1,Research Scientist,Divorced,196260,1.0,Y,21,8,0,15.0,5,7,4.0,3.0,3.0,2,4,7.8463
No,Non-Travel,Research & Development,10,4,Medical,1,1011,2,Healthcare Representative,Married,20700,4.0,Y,13,8,2,27.0,2,2,1.0,3.0,2.0,4,3,7.554
No,Travel_Rarely,Sales,16,2,Marketing,1,1012,1,Laboratory Technician,Single,67820,0.0,Y,16,8,1,10.0,2,8,2.0,4.0,3.0,3,3,5.7217
No,Travel_Rarely,Sales,10,2,Life Sciences,1,1013,5,Sales Executive,Single,77790,5.0,Y,12,8,1,6.0,2,2,4.0,4.0,3.0,3,3,7.5487
Yes,Travel_Rarely,Sales,1,2,Marketing,1,1014,5,Healthcare Representative,Single,27910,1.0,Y,14,8,0,1.0,3,0,2.0,2.0,3.0,4,3,7.0667
No,Travel_Rarely,Research & Development,8,2,Life Sciences,1,1015,2,Sales Executive,Married,32010,1.0,Y,11,8,1,5.0,3,4,4.0,3.0,3.0,2,3,6.0465
Yes,Travel_Rarely,Research & Development,1,3,Other,1,1016,4,Research Scientist,Married,49680,1.0,Y,14,8,0,1.0,3,0,3.0,1.0,3.0,3,3,8.6639
No,Travel_Rarely,Research & Development,8,5,Life Sciences,1,1017,5,Sales Executive,Married,131200,1.0,Y,12,8,2,13.0,6,7,1.0,4.0,3.0,2,3,6.7963
No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,1018,1,Manager,Married,40330,2.0,Y,14,8,0,15.0,2,2,1.0,3.0,3.0,3,3,6.3962
No,Travel_Rarely,Research & Development,24,1,Life Sciences,1,1019,2,Sales Executive,Married,32910,1.0,Y,16,8,3,5.0,2,3,2.0,2.0,3.0,2,3,7.7503
No,Travel_Rarely,Sales,3,4,Marketing,1,1020,1,Sales Representative,Divorced,42720,7.0,Y,13,8,0,24.0,3,2,3.0,4.0,3.0,4,3,9.8583
No,Travel_Rarely,Research & Development,27,3,Technical Degree,1,1021,4,Research Scientist,Married,50560,7.0,Y,12,8,0,15.0,2,7,4.0,1.0,3.0,2,3,9.2014
Yes,Travel_Frequently,Sales,10,4,Life Sciences,1,1022,1,Research Scientist,Divorced,28440,1.0,Y,12,8,0,6.0,2,3,3.0,2.0,2.0,4,3,8.5764
No,Travel_Rarely,Research & Development,19,2,Technical Degree,1,1023,2,Sales Executive,Divorced,27030,2.0,Y,14,8,0,19.0,2,7,3.0,2.0,2.0,3,3,5.5958
Yes,Travel_Rarely,Research & Development,15,4,Life Sciences,1,1024,2,Research Scientist,Single,19040,1.0,Y,22,8,1,10.0,4,7,3.0,4.0,3.0,3,4,7.9009
No,Travel_Rarely,Research & Development,8,5,Medical,1,1025,2,Laboratory Technician,Married,82240,6.0,Y,19,8,0,14.0,3,6,4.0,1.0,3.0,3,3,7.8728
No,Travel_Rarely,Sales,9,3,Medical,1,1026,2,Sales Executive,Married,47660,1.0,Y,12,8,0,5.0,3,3,3.0,4.0,4.0,3,3,6.8039
No,Travel_Rarely,Sales,3,4,Marketing,1,1027,2,Laboratory Technician,Single,26100,7.0,Y,12,8,0,9.0,2,2,3.0,3.0,3.0,2,3,6.6195
No,Non-Travel,Research & Development,9,2,Life Sciences,1,1028,2,Manufacturing Director,Single,57310,8.0,Y,17,8,0,6.0,2,2,2.0,2.0,3.0,3,3,6.5317
No,Travel_Rarely,Research & Development,2,2,Medical,1,1029,1,Research Director,Married,25390,4.0,Y,12,8,1,7.0,3,2,3.0,1.0,2.0,3,3,6.0959
No,Travel_Rarely,Research & Development,7,4,Other,1,1030,2,Laboratory Technician,Married,57140,5.0,Y,11,8,0,10.0,2,0,2.0,1.0,2.0,3,3,6.1208
No,Non-Travel,Sales,10,1,Life Sciences,1,1031,2,Research Director,Divorced,43230,2.0,Y,18,8,3,15.0,3,7,2.0,4.0,3.0,3,3,6.3554
No,Non-Travel,Sales,6,4,Marketing,1,1032,3,Sales Executive,Divorced,73360,5.0,Y,11,8,0,13.0,3,8,1.0,2.0,3.0,3,3,7.646
Yes,Travel_Frequently,Research & Development,2,1,Life Sciences,1,1033,1,Manufacturing Director,Married,134990,4.0,Y,23,8,2,11.0,2,7,4.0,1.0,2.0,4,4,7.2916
Yes,Travel_Rarely,Research & Development,24,3,Life Sciences,1,1034,1,Laboratory Technician,Single,137580,1.0,Y,11,8,1,10.0,5,8,4.0,1.0,1.0,3,3,6.0588
No,Travel_Frequently,Research & Development,2,1,Medical,1,1035,2,Healthcare Representative,Divorced,51550,2.0,Y,18,8,1,7.0,3,2,3.0,4.0,3.0,2,3,5.9497
No,Non-Travel,Human Resources,8,5,Medical,1,1036,3,Sales Executive,Single,22580,4.0,Y,18,8,0,7.0,2,2,1.0,3.0,2.0,3,3,6.7329
No,Travel_Rarely,Research & Development,3,3,Life Sciences,1,1037,3,Research Scientist,Single,35970,3.0,Y,13,8,1,11.0,2,2,2.0,2.0,1.0,1,3,7.3616
No,Travel_Rarely,Research & Development,1,1,Technical Degree,1,1038,3,Laboratory Technician,Divorced,25150,0.0,Y,18,8,0,23.0,2,5,3.0,3.0,4.0,2,3,10.1161
No,Travel_Rarely,Sales,26,3,Marketing,1,1039,2,Manager,Single,44200,9.0,Y,11,8,0,9.0,3,2,1.0,3.0,3.0,3,3,6.8426
Yes,Travel_Rarely,Human Resources,2,1,Technical Degree,1,1040,3,Sales Executive,Married,65780,0.0,Y,15,8,2,6.0,3,4,4.0,2.0,3.0,2,3,8.0309
Yes,Travel_Rarely,Research & Development,10,3,Medical,1,1041,1,Sales Executive,Married,44220,4.0,Y,11,8,1,13.0,2,7,4.0,2.0,4.0,3,3,7.8398
