años_de_trabajo,años_jefe_actual,satisfaccion_entorno,satisfaccion_laboral,tiempo_prom_dia,frecuencia_viajes_Non-Travel,frecuencia_viajes_Travel_Frequently,estado_civil_Divorced,estado_civil_Single,numero_capacitaciones_2
12.0,9,3.0,4.0,8.8674,0,0,1,0,0
10.0,9,4.0,3.0,6.1997,0,1,0,0,0
7.0,2,4.0,4.0,6.6327,0,1,0,0,0
2.0,2,3.0,1.0,7.8319,0,0,0,1,0
12.0,7,2.0,2.0,5.5754,1,0,0,1,1
3.0,2,1.0,2.0,7.8741,0,1,0,1,0
40.0,6,4.0,4.0,7.2326,0,0,0,0,1
26.0,7,4.0,3.0,5.8517,0,0,1,0,0
3.0,2,3.0,2.0,9.978,0,0,0,1,0
10.0,8,4.0,4.0,7.624,0,0,0,0,1
21.0,6,2.0,3.0,8.8645,0,1,1,0,0
8.0,2,1.0,2.0,7.6076,0,0,1,0,1
13.0,12,2.0,1.0,5.5396,0,0,0,0,1
5.0,3,1.0,3.0,5.9608,0,0,1,0,0
12.0,3,3.0,2.0,6.9371,0,0,0,0,0
6.0,1,3.0,1.0,8.4215,0,0,0,0,0
8.0,7,3.0,1.0,6.6347,0,0,0,1,1
10.0,8,2.0,3.0,6.8705,0,0,0,0,0
7.0,7,4.0,1.0,5.8245,0,0,1,0,0
8.0,2,3.0,4.0,8.5484,0,0,0,1,0
1.0,0,2.0,3.0,8.8908,0,0,0,0,1
6.0,2,2.0,4.0,9.6947,0,0,0,0,0
8.0,5,2.0,2.0,9.7104,0,0,0,0,0
3.0,0,4.0,3.0,6.0342,0,0,0,1,0
6.0,3,4.0,3.0,6.2268,0,0,0,1,1
22.0,9,4.0,4.0,8.6533,0,0,0,0,0
5.0,2,3.0,2.0,6.9008,1,0,0,0,0
9.0,0,1.0,1.0,6.2478,0,0,0,0,1
5.0,1,3.0,3.0,5.8196,0,0,0,1,0
8.0,0,3.0,1.0,7.0993,0,1,0,1,0
5.0,2,1.0,2.0,9.9334,0,0,1,0,0
16.0,12,3.0,4.0,9.6107,1,0,0,0,0
8.0,2,4.0,4.0,8.1471,1,0,1,0,0
10.0,7,3.0,2.0,6.6403,0,0,0,0,0
1.0,0,4.0,1.0,7.4805,0,0,0,1,1
37.0,7,1.0,2.0,6.8229,0,0,0,1,0
24.0,6,2.0,1.0,5.6757,0,0,0,0,0
7.0,3,4.0,4.0,7.1244,0,0,0,0,1
11.0,8,4.0,4.0,7.4101,0,0,0,1,1
1.0,0,3.0,1.0,6.3568,1,0,1,0,0
13.0,11,1.0,2.0,5.9208,0,0,0,1,1
11.0,9,4.0,4.0,5.6049,0,0,0,0,0
36.0,13,3.0,4.0,5.8428,0,0,0,0,0
21.0,2,4.0,1.0,6.5847,0,0,0,0,0
5.0,2,3.0,2.0,8.9469,0,0,1,0,0
11.0,7,2.0,1.0,6.2421,0,0,1,0,0
6.0,4,4.0,4.0,10.0664,0,0,0,0,1
1.0,0,4.0,3.0,6.019,0,0,0,0,0
21.0,10,1.0,2.0,7.4955,0,0,0,0,0
21.0,5,3.0,1.0,8.8499,0,1,0,0,0
11.0,10,3.0,4.0,10.2334,0,0,0,1,0
3.0,2,1.0,4.0,7.3471,0,0,0,0,0
20.0,12,4.0,1.0,8.3738,0,1,0,0,1
19.0,2,1.0,3.0,7.5677,0,0,0,1,0
6.0,2,3.0,3.0,6.7993,0,0,1,0,1
9.0,3,4.0,4.0,8.1226,0,0,0,0,1
12.0,0,4.0,3.0,9.8516,0,0,0,0,0
10.0,4,3.0,3.0,7.4422,0,0,0,0,0
9.0,4,1.0,3.0,5.9119,1,0,0,1,0
6.0,2,2.0,2.0,6.4232,1,0,0,1,1
8.0,4,4.0,4.0,5.7849,0,0,1,0,0
6.0,4,2.0,3.0,7.468,0,0,0,1,0
7.0,2,1.0,3.0,6.9108,1,0,0,1,1
1.0,0,2.0,1.0,6.4446,0,1,0,0,1
17.0,9,4.0,3.0,7.6512,0,0,0,0,0
11.0,0,3.0,2.0,7.9758,0,0,0,0,1
3.0,0,3.0,4.0,7.3473,0,1,0,1,1
12.0,1,2.0,3.0,6.9567,0,1,1,0,1
9.0,7,4.0,1.0,5.5774,0,0,0,0,0
15.0,12,2.0,3.0,5.6049,1,0,0,0,1
19.0,2,4.0,4.0,5.9547,0,0,0,1,1
5.0,2,2.0,1.0,7.1984,0,0,0,0,0
10.0,3,2.0,4.0,7.192,0,0,1,0,0
28.0,2,4.0,1.0,5.702,0,0,1,0,0
10.0,2,3.0,2.0,6.6985,0,0,0,0,0
8.0,7,2.0,2.0,7.413,0,0,0,0,0
14.0,8,4.0,3.0,6.4571,0,0,0,0,0
8.0,1,2.0,4.0,6.0136,0,0,0,1,0
7.0,0,4.0,2.0,5.595,0,0,0,1,1
4.0,2,1.0,4.0,10.178,0,0,0,0,0
5.0,2,4.0,3.0,8.8212,0,1,0,0,1
19.0,9,3.0,2.0,7.0166,0,0,0,1,0
3.0,0,4.0,3.0,6.2601,0,0,0,1,0
2.0,2,3.0,4.0,7.4869,0,0,0,0,1
21.0,14,1.0,3.0,6.0789,0,0,0,0,0
10.0,9,3.0,3.0,5.6774,0,0,1,0,1
10.0,9,1.0,1.0,6.8813,1,0,0,1,1
10.0,7,2.0,4.0,9.4235,0,1,1,0,0
4.0,2,4.0,3.0,9.8273,0,0,0,1,1
19.0,13,4.0,3.0,6.12,1,0,0,0,0
1.0,0,4.0,1.0,7.8701,0,1,0,0,0
11.0,1,2.0,4.0,6.0592,0,1,0,0,0
5.0,2,2.0,3.0,9.1303,0,0,1,0,1
14.0,0,2.0,4.0,8.4923,0,0,1,0,0
6.0,2,4.0,3.0,5.6717,1,0,0,0,0
5.0,2,2.0,3.0,9.2949,0,0,1,0,1
4.0,2,4.0,2.0,8.22,0,0,1,0,0
4.0,2,4.0,3.0,6.1215,0,0,0,0,1
6.0,3,3.0,4.0,6.487,0,1,0,1,0
10.0,0,1.0,2.0,6.8169,0,0,0,1,0
10.0,1,4.0,3.0,6.2045,0,0,0,0,0
12.0,2,4.0,4.0,7.0891,0,1,0,0,0
18.0,14,3.0,1.0,7.5765,0,0,0,1,0
37.0,2,4.0,4.0,5.9993,0,0,0,1,1
6.0,2,4.0,4.0,7.5487,0,0,0,1,1
17.0,0,1.0,3.0,6.606,0,1,1,0,1
20.0,2,1.0,3.0,6.5411,0,0,0,0,1
10.0,7,3.0,2.0,6.0339,0,0,0,1,1
14.0,8,1.0,3.0,7.5286,0,1,0,1,0
10.0,8,2.0,3.0,7.1665,0,0,0,0,0
4.0,2,3.0,1.0,8.1717,0,0,0,0,0
10.0,7,2.0,4.0,9.7684,0,1,1,0,0
13.0,8,2.0,3.0,7.0019,0,0,0,0,0
9.0,2,3.0,3.0,6.4202,0,0,0,1,1
10.0,2,4.0,3.0,9.3692,0,0,0,0,0
6.0,3,1.0,4.0,6.5036,0,1,1,0,0
6.0,4,1.0,4.0,6.9842,1,0,0,0,0
7.0,0,4.0,3.0,6.8999,0,0,0,1,1
4.0,2,2.0,2.0,7.3814,0,1,0,1,0
14.0,7,2.0,4.0,6.4451,0,0,0,0,0
14.0,0,1.0,4.0,5.9259,0,0,0,1,1
0.0,0,3.0,3.0,6.3508,0,0,0,1,0
24.0,2,1.0,1.0,5.712,0,0,0,0,1
2.0,2,4.0,4.0,8.8923,0,1,0,1,0
5.0,0,1.0,4.0,6.6464,0,0,0,1,0
10.0,2,4.0,4.0,6.31,0,0,1,0,0
22.0,2,3.0,3.0,6.3398,0,0,1,0,0
12.0,3,3.0,2.0,6.6744,0,0,0,0,0
6.0,3,3.0,4.0,6.1393,0,0,1,0,1
9.0,2,2.0,1.0,6.1068,0,0,1,0,1
13.0,7,4.0,2.0,7.8398,0,0,0,0,1
17.0,7,3.0,3.0,7.1295,0,0,0,0,1
10.0,7,4.0,4.0,9.9219,0,0,0,0,0
3.0,2,1.0,3.0,8.2132,0,0,0,0,0
8.0,7,3.0,3.0,5.8499,0,0,0,0,0
2.0,2,1.0,3.0,6.9757,0,0,0,0,0
14.0,11,4.0,4.0,6.284,0,0,0,0,0
10.0,8,2.0,2.0,7.167,0,0,0,0,0
21.0,4,3.0,2.0,6.0732,0,0,0,1,0
1.0,0,4.0,2.0,7.5796,0,0,0,0,0
8.0,6,4.0,4.0,6.8386,0,1,0,1,1
6.0,3,4.0,1.0,9.2258,0,0,1,0,0
2.0,2,3.0,4.0,6.2135,0,0,0,0,1
31.0,2,3.0,1.0,5.7589,1,0,0,1,1
6.0,0,2.0,4.0,7.7654,0,0,0,0,0
12.0,7,3.0,4.0,9.2727,0,0,0,0,0
22.0,8,3.0,3.0,6.3087,0,0,0,0,1
1.0,0,3.0,1.0,8.7119,0,0,0,0,0
10.0,5,2.0,4.0,8.4795,0,0,0,1,1
8.0,3,4.0,4.0,5.802,0,0,0,0,0
13.0,3,3.0,4.0,9.1174,0,0,1,0,0
5.0,3,1.0,1.0,10.5363,0,1,0,0,0
7.0,6,4.0,4.0,10.506,0,0,0,0,0
8.0,7,2.0,2.0,7.368,0,0,0,0,0
28.0,4,4.0,3.0,7.6423,0,0,0,0,1
10.0,7,2.0,1.0,6.8976,1,0,0,1,0
13.0,8,4.0,3.0,6.4284,0,0,0,0,0
10.0,7,4.0,1.0,6.572,0,1,0,0,1
9.0,8,4.0,3.0,7.6975,0,1,1,0,1
1.0,0,4.0,1.0,7.339,0,0,0,1,1
22.0,2,3.0,3.0,6.2336,0,0,1,0,0
9.0,0,1.0,2.0,6.9108,0,0,0,1,0
4.0,0,4.0,4.0,7.0216,0,1,0,1,0
10.0,8,2.0,3.0,7.6556,0,0,0,0,1
24.0,9,2.0,4.0,7.2707,0,1,1,0,1
16.0,11,3.0,1.0,7.0807,0,0,0,0,0
6.0,0,3.0,4.0,6.8288,1,0,0,0,0
10.0,5,1.0,3.0,7.1648,0,0,1,0,1
6.0,1,3.0,2.0,6.4308,0,0,0,1,0
10.0,2,3.0,4.0,7.2959,0,1,0,1,1
6.0,2,1.0,1.0,7.616,0,1,0,0,1
10.0,6,4.0,3.0,9.9596,0,0,0,0,1
14.0,4,3.0,2.0,6.1251,0,0,0,0,0
10.0,9,1.0,2.0,9.1806,1,0,0,0,0
5.0,1,3.0,4.0,7.8534,0,0,0,1,0
3.0,0,4.0,1.0,10.1747,0,0,0,1,1
7.0,4,3.0,1.0,7.5465,0,0,0,0,1
1.0,1,4.0,4.0,6.6708,0,0,0,0,1
8.0,7,3.0,2.0,5.9777,0,1,0,0,0
19.0,8,3.0,3.0,7.2435,0,0,1,0,0
6.0,3,4.0,1.0,6.4093,0,0,0,1,0
37.0,13,4.0,1.0,8.5543,0,0,0,1,1
9.0,3,3.0,3.0,7.6708,0,0,0,0,1
20.0,13,2.0,3.0,6.3403,0,1,0,1,0
10.0,6,4.0,4.0,7.0311,0,0,1,0,1
8.0,5,2.0,4.0,8.1801,0,0,0,1,1
1.0,0,2.0,3.0,7.0496,0,0,0,1,0
8.0,5,3.0,1.0,5.516,0,0,0,0,1
17.0,8,2.0,4.0,6.3225,0,0,0,1,0
35.0,4,3.0,2.0,7.7263,0,0,0,0,0
10.0,3,3.0,3.0,6.2846,0,0,0,1,1
6.0,2,4.0,4.0,5.9315,0,1,0,1,0
3.0,0,4.0,1.0,9.9104,0,0,0,1,1
18.0,3,3.0,4.0,8.4603,0,0,0,1,1
7.0,0,4.0,3.0,6.8117,0,0,0,0,0
22.0,0,2.0,2.0,9.1669,1,0,0,1,1
14.0,7,3.0,4.0,7.6695,0,0,0,0,0
5.0,0,1.0,3.0,6.598,0,1,1,0,1
15.0,13,2.0,4.0,7.843,0,0,0,0,0
24.0,2,4.0,3.0,8.6118,0,1,0,0,1
8.0,0,4.0,3.0,8.8292,0,1,0,0,0
13.0,3,3.0,4.0,9.4783,0,0,1,0,0
10.0,7,3.0,4.0,7.209,0,0,0,1,0
18.0,11,2.0,4.0,9.1585,0,0,0,0,1
12.0,8,4.0,4.0,6.6468,0,0,1,0,1
22.0,0,3.0,2.0,5.83,0,1,0,1,1
15.0,2,3.0,1.0,6.8013,0,0,1,0,0
6.0,3,1.0,1.0,8.8532,0,0,0,1,1
33.0,10,3.0,2.0,9.4059,0,0,1,0,1
4.0,2,1.0,4.0,7.1191,0,0,0,0,0
19.0,7,4.0,1.0,10.6374,0,0,1,0,0
21.0,4,3.0,2.0,5.8097,0,0,0,1,0
2.0,2,3.0,3.0,6.1149,0,0,0,1,1
15.0,12,4.0,1.0,6.7081,0,0,0,1,0
9.0,1,3.0,3.0,9.4218,0,1,0,1,1
9.0,2,1.0,1.0,7.0697,0,1,0,0,1
12.0,8,2.0,4.0,9.0612,0,0,0,0,1
8.0,0,3.0,1.0,6.6112,0,0,0,1,0
19.0,2,4.0,4.0,5.8431,0,0,0,1,1
10.0,8,1.0,4.0,9.6134,0,1,0,0,1
11.0,0,1.0,1.0,9.1858,1,0,0,1,0
10.0,0,2.0,4.0,9.7751,0,0,1,0,0
5.0,2,3.0,4.0,6.0605,0,0,0,0,0
21.0,9,3.0,3.0,5.5644,0,0,0,1,0
23.0,5,3.0,3.0,9.9101,0,0,1,0,1
9.0,1,2.0,3.0,5.5608,0,0,0,1,1
7.0,2,3.0,2.0,9.9099,0,0,0,1,0
26.0,0,3.0,4.0,9.0486,0,0,0,0,1
32.0,2,4.0,1.0,6.7374,0,1,0,0,1
10.0,7,3.0,3.0,7.1632,0,0,0,0,0
21.0,8,4.0,1.0,10.4287,0,1,0,1,0
20.0,17,4.0,1.0,10.0254,0,0,0,1,0
10.0,2,4.0,3.0,8.9724,0,0,0,0,0
5.0,2,1.0,3.0,7.2452,0,0,0,1,1
2.0,2,3.0,3.0,6.6316,0,0,0,1,0
9.0,8,4.0,1.0,8.4587,1,0,0,0,0
1.0,0,4.0,4.0,9.7872,1,0,1,0,1
10.0,7,3.0,1.0,7.2394,0,1,1,0,1
4.0,2,4.0,2.0,7.5219,0,0,0,0,0
18.0,7,3.0,1.0,6.8792,0,0,0,0,0
10.0,7,2.0,4.0,6.9792,0,0,0,0,1
11.0,3,2.0,3.0,9.325,0,1,0,1,1
9.0,3,3.0,2.0,6.0625,1,0,0,1,1
5.0,4,4.0,4.0,6.4559,0,0,0,1,1
21.0,3,3.0,4.0,5.7195,0,1,0,0,0
14.0,11,3.0,4.0,7.6527,0,0,0,1,0
11.0,7,3.0,4.0,5.8412,0,0,1,0,0
5.0,3,4.0,4.0,8.2682,0,0,0,1,0
6.0,2,3.0,2.0,5.6602,0,0,0,0,1
6.0,5,1.0,4.0,9.2432,0,0,0,0,0
1.0,0,4.0,2.0,10.0501,0,0,0,1,0
11.0,2,4.0,1.0,6.9189,0,0,0,1,0
10.0,0,2.0,4.0,9.6579,0,0,1,0,0
7.0,0,3.0,4.0,6.133,0,0,0,1,0
7.0,0,4.0,4.0,6.6587,1,0,0,1,0
9.0,7,1.0,3.0,5.8801,0,0,0,1,0
8.0,2,4.0,1.0,10.2379,0,0,0,0,0
17.0,2,2.0,2.0,6.4665,1,0,0,0,0
16.0,8,3.0,4.0,9.0843,0,0,0,0,0
9.0,8,2.0,3.0,6.5136,0,0,0,0,0
19.0,7,4.0,3.0,9.4064,0,1,0,0,0
15.0,3,1.0,2.0,5.4816,0,0,0,1,1
7.0,7,4.0,3.0,6.1117,0,1,0,1,0
10.0,7,4.0,3.0,8.66,0,1,1,0,0
1.0,0,3.0,2.0,5.8196,0,0,0,1,1
17.0,8,4.0,2.0,6.0294,0,1,0,0,1
10.0,7,3.0,3.0,6.552,0,0,0,0,0
15.0,0,4.0,1.0,5.751,0,0,0,0,0
6.0,3,3.0,4.0,6.0941,0,1,1,0,0
21.0,2,4.0,1.0,6.6754,0,0,0,0,0
7.0,2,3.0,4.0,10.6166,0,0,1,0,0
8.0,3,4.0,1.0,7.3439,0,1,0,0,0
8.0,2,1.0,2.0,7.295,0,0,0,0,1
2.0,2,3.0,3.0,6.6126,0,1,0,0,0
4.0,0,3.0,2.0,7.005,1,0,0,0,0
6.0,2,3.0,3.0,7.5264,0,0,1,0,1
10.0,2,1.0,1.0,5.6145,0,0,0,0,1
23.0,11,4.0,3.0,6.0442,0,0,0,0,0
16.0,7,3.0,2.0,5.5935,1,0,0,0,0
5.0,4,4.0,4.0,5.5065,0,0,0,0,1
16.0,2,2.0,2.0,9.8163,0,0,1,0,0
1.0,0,2.0,2.0,6.4204,0,0,0,0,1
10.0,4,3.0,3.0,6.5755,0,0,1,0,0
10.0,2,2.0,2.0,5.6998,0,1,0,1,1
4.0,3,4.0,3.0,6.1868,0,1,1,0,1
7.0,2,4.0,3.0,9.4088,0,0,1,0,1
8.0,7,3.0,3.0,6.8635,0,1,0,0,0
27.0,8,3.0,3.0,6.0052,0,0,0,1,0
8.0,7,2.0,1.0,9.598,0,0,0,0,1
8.0,2,4.0,2.0,9.2582,0,0,0,1,0
7.0,6,2.0,3.0,7.2271,0,0,0,0,0
1.0,0,4.0,1.0,8.0476,0,0,0,1,0
6.0,0,3.0,1.0,6.0463,0,1,0,0,0
2.0,2,1.0,2.0,5.8318,0,0,0,0,0
12.0,7,2.0,3.0,7.8567,0,0,0,0,1
32.0,5,4.0,1.0,10.0176,0,0,0,0,1
6.0,3,3.0,4.0,6.7061,0,1,0,1,0
10.0,9,3.0,4.0,8.1038,0,0,0,0,0
8.0,4,4.0,4.0,7.6048,0,0,0,1,0
10.0,2,1.0,4.0,6.9555,0,0,0,0,0
9.0,1,4.0,4.0,8.8425,0,0,0,0,0
5.0,3,1.0,3.0,7.3338,0,1,1,0,0
7.0,0,4.0,3.0,7.8781,0,0,0,1,1
13.0,5,2.0,3.0,10.1495,0,0,0,0,0
13.0,0,4.0,3.0,6.2682,0,0,0,0,0
5.0,2,1.0,1.0,6.844,0,0,0,0,0
1.0,0,4.0,1.0,7.3485,0,1,0,0,0
9.0,5,3.0,2.0,7.7521,0,1,0,0,0
1.0,1,3.0,3.0,10.359,1,0,1,0,0
6.0,0,3.0,3.0,6.923,1,0,1,0,0
11.0,8,3.0,4.0,5.6518,0,0,0,1,0
10.0,7,2.0,4.0,6.9136,0,0,0,0,1
1.0,0,1.0,4.0,6.7934,0,0,0,1,1
8.0,3,4.0,4.0,7.678,0,0,0,0,1
2.0,2,4.0,1.0,7.456,0,0,0,1,0
5.0,3,3.0,3.0,5.7556,0,0,1,0,0
5.0,2,1.0,2.0,10.0521,0,0,0,1,1
9.0,2,1.0,1.0,8.6083,0,1,0,0,1
19.0,2,4.0,3.0,10.2904,0,0,0,1,0
10.0,7,4.0,3.0,7.6062,0,0,0,0,0
20.0,7,3.0,3.0,9.9171,0,1,1,0,0
10.0,0,3.0,4.0,7.193,0,1,0,0,0
13.0,5,2.0,3.0,10.2833,0,0,0,0,0
18.0,2,4.0,2.0,7.4793,0,1,1,0,0
10.0,2,4.0,3.0,7.4766,0,0,0,0,0
8.0,7,3.0,3.0,7.5989,0,0,0,0,0
1.0,0,1.0,2.0,8.0389,1,0,0,1,1
5.0,3,2.0,4.0,10.3771,0,0,0,1,1
8.0,4,3.0,4.0,7.7253,0,0,1,0,1
7.0,2,3.0,1.0,6.0898,0,0,0,0,0
12.0,7,3.0,4.0,6.6492,0,1,0,1,0
10.0,7,4.0,3.0,7.8195,0,0,0,0,0
4.0,2,4.0,3.0,6.2806,0,0,0,1,0
11.0,7,4.0,2.0,6.5967,1,0,1,0,1
6.0,2,4.0,3.0,5.8007,1,0,0,0,0
27.0,12,4.0,1.0,6.0436,0,0,0,1,1
16.0,8,4.0,2.0,7.6645,1,0,1,0,0
10.0,9,2.0,4.0,6.807,0,1,0,1,1
17.0,8,4.0,2.0,6.062,0,1,0,0,1
12.0,3,3.0,4.0,6.1726,0,0,1,0,0
17.0,13,1.0,3.0,6.4609,0,0,1,0,0
6.0,1,3.0,2.0,6.8462,0,0,0,1,0
10.0,8,2.0,4.0,6.0467,0,1,0,1,0
6.0,2,3.0,2.0,8.547,0,1,0,0,1
36.0,7,2.0,3.0,7.0055,0,0,0,0,0
16.0,1,3.0,2.0,5.8679,0,0,0,0,0
10.0,0,3.0,2.0,7.4646,0,0,0,1,1
20.0,0,1.0,1.0,7.0068,0,0,0,1,0
4.0,0,3.0,4.0,6.7845,0,1,0,0,1
10.0,1,2.0,4.0,8.3416,0,0,0,0,1
3.0,2,1.0,4.0,7.0689,0,0,1,0,0
18.0,0,2.0,2.0,7.3518,0,0,0,1,0
24.0,9,2.0,4.0,7.6028,0,1,1,0,1
17.0,0,4.0,1.0,8.5156,0,0,0,0,0
4.0,2,4.0,3.0,6.9386,0,0,0,0,1
12.0,9,2.0,4.0,8.2804,0,0,1,0,0
8.0,7,2.0,3.0,6.3992,0,1,0,1,0
6.0,2,4.0,2.0,7.4592,0,0,0,1,0
13.0,8,4.0,3.0,6.3585,0,0,0,0,0
26.0,6,1.0,3.0,6.0504,0,0,0,0,0
10.0,7,1.0,4.0,6.9124,0,0,0,1,1
25.0,9,1.0,2.0,6.7364,0,0,1,0,1
6.0,2,3.0,1.0,7.3739,0,0,0,0,1
12.0,9,3.0,2.0,7.4491,0,0,0,0,1
4.0,2,3.0,1.0,8.2242,0,0,0,0,0
9.0,2,4.0,1.0,9.3468,0,0,1,0,0
1.0,0,4.0,4.0,7.9085,0,1,0,1,0
20.0,0,2.0,3.0,7.0262,0,0,0,0,1
6.0,4,1.0,3.0,7.7485,0,0,1,0,1
10.0,3,4.0,4.0,6.4927,0,0,0,0,1
9.0,2,1.0,4.0,7.7672,0,0,0,1,0
31.0,9,4.0,3.0,10.4353,0,0,1,0,1
12.0,2,2.0,4.0,7.2153,0,0,0,1,0
9.0,2,3.0,4.0,6.444,1,0,1,0,0
28.0,4,4.0,3.0,7.6793,0,0,0,0,1
20.0,1,3.0,1.0,6.634,1,0,1,0,0
16.0,9,2.0,4.0,6.6379,0,0,1,0,0
6.0,2,1.0,1.0,6.8734,0,0,0,0,0
10.0,8,4.0,4.0,7.4233,0,0,0,1,0
7.0,7,4.0,3.0,5.6754,0,1,1,0,0
13.0,8,1.0,3.0,5.7399,0,0,1,0,0
9.0,8,4.0,1.0,8.5167,1,0,0,0,0
12.0,7,2.0,3.0,7.0761,0,0,0,1,0
5.0,2,4.0,1.0,6.5229,0,0,0,1,0
10.0,1,2.0,4.0,8.6566,0,0,0,0,1
6.0,3,2.0,2.0,8.9225,0,0,0,0,0
9.0,7,4.0,1.0,9.2213,0,0,0,1,0
8.0,2,1.0,1.0,6.6805,0,0,0,0,1
19.0,0,3.0,3.0,7.4054,0,0,0,1,1
9.0,0,3.0,3.0,5.9453,0,1,1,0,1
1.0,0,4.0,4.0,9.2599,1,0,1,0,1
7.0,5,3.0,3.0,7.4591,0,0,0,1,0
9.0,2,2.0,3.0,7.0637,0,1,1,0,0
20.0,8,4.0,3.0,8.6346,0,0,0,0,1
33.0,9,1.0,4.0,5.8003,0,0,0,0,1
12.0,8,4.0,4.0,6.9005,0,0,0,0,0
15.0,1,1.0,2.0,8.8947,0,0,0,1,0
5.0,2,4.0,1.0,6.2214,0,0,0,0,0
10.0,7,1.0,4.0,7.683,0,1,0,0,0
29.0,7,4.0,4.0,5.7252,0,0,0,1,1
1.0,0,1.0,2.0,6.013,0,1,0,0,1
6.0,1,4.0,3.0,10.3774,0,0,0,0,0
10.0,7,4.0,1.0,5.924,0,1,0,1,1
15.0,0,4.0,2.0,10.3388,0,0,0,0,0
5.0,4,3.0,3.0,6.1307,1,0,0,1,1
20.0,8,4.0,3.0,9.0094,0,0,0,0,1
1.0,0,1.0,2.0,7.8736,0,0,0,1,1
10.0,1,3.0,4.0,6.3074,0,0,1,0,1
2.0,2,1.0,3.0,7.8248,0,0,0,1,1
10.0,8,4.0,4.0,9.6061,0,0,0,1,1
10.0,8,2.0,3.0,5.9157,0,0,0,0,0
28.0,2,1.0,4.0,5.957,0,0,0,0,1
18.0,14,3.0,1.0,7.6438,0,0,0,1,0
8.0,0,1.0,4.0,5.9679,0,0,0,0,0
1.0,0,3.0,2.0,5.8346,0,0,0,1,1
10.0,5,2.0,4.0,8.5462,0,0,0,1,1
4.0,2,3.0,4.0,5.8866,1,0,0,0,0
9.0,2,4.0,4.0,6.0003,0,0,1,0,0
3.0,2,3.0,4.0,8.8168,0,0,1,0,1
4.0,2,1.0,3.0,6.2112,0,0,1,0,0
9.0,7,4.0,4.0,6.8448,0,0,0,0,0
8.0,4,4.0,4.0,9.5709,0,0,0,1,0
8.0,2,3.0,3.0,5.773,0,0,0,1,0
8.0,4,3.0,2.0,6.1138,0,0,0,0,0
8.0,3,1.0,4.0,6.1414,0,0,1,0,1
6.0,1,1.0,1.0,5.8908,0,0,0,1,0
17.0,0,4.0,3.0,8.6943,0,0,0,0,0
7.0,7,4.0,3.0,5.6094,0,1,1,0,0
8.0,6,3.0,1.0,6.1944,0,0,0,1,0
17.0,12,1.0,1.0,10.6915,0,1,0,1,0
15.0,2,1.0,1.0,10.1956,0,0,0,1,0
4.0,2,4.0,4.0,7.2008,1,0,1,0,0
15.0,7,2.0,3.0,7.9669,0,0,0,0,1
5.0,2,2.0,1.0,5.569,0,1,0,0,0
12.0,7,3.0,2.0,5.9401,0,1,0,0,0
10.0,7,2.0,4.0,6.8145,0,0,0,0,0
31.0,2,3.0,1.0,5.9082,1,0,0,1,1
9.0,1,2.0,4.0,5.9114,0,0,0,0,0
9.0,8,2.0,3.0,6.6588,0,0,0,0,0
17.0,0,4.0,1.0,8.4322,0,0,0,0,0
1.0,0,1.0,4.0,7.0083,0,0,0,0,0
7.0,0,4.0,2.0,6.3385,0,0,0,0,1
6.0,3,4.0,1.0,6.5317,0,0,0,0,0
5.0,0,3.0,4.0,6.6626,0,0,0,0,1
5.0,3,1.0,2.0,7.7837,0,0,0,0,0
6.0,3,2.0,3.0,6.9845,0,0,0,0,0
16.0,9,2.0,4.0,6.6795,0,0,1,0,0
9.0,7,1.0,3.0,7.1906,0,0,0,1,0
3.0,2,1.0,4.0,7.6259,1,0,0,1,1
1.0,0,3.0,3.0,6.2337,0,0,0,1,1
7.0,3,3.0,3.0,7.126,1,0,0,1,0
24.0,6,2.0,1.0,5.9912,0,0,0,0,0
21.0,6,4.0,2.0,6.2317,0,0,0,1,0
13.0,5,2.0,3.0,10.318,0,0,0,0,0
5.0,2,4.0,1.0,6.0732,0,0,0,0,0
13.0,7,1.0,4.0,5.9304,0,0,1,0,0
5.0,2,4.0,3.0,7.8013,0,0,0,1,0
1.0,1,4.0,3.0,8.4143,0,0,0,1,1
10.0,0,2.0,3.0,7.4823,0,0,0,0,0
11.0,1,2.0,4.0,6.0379,0,1,0,0,0
5.0,2,4.0,4.0,5.6369,1,0,0,0,1
5.0,3,4.0,1.0,5.788,0,0,1,0,1
4.0,0,1.0,1.0,8.3346,0,0,1,0,0
7.0,2,1.0,3.0,8.621,0,0,0,0,0
1.0,0,2.0,4.0,6.937,0,0,0,1,1
4.0,2,4.0,2.0,6.3026,0,0,0,1,0
5.0,0,4.0,3.0,6.9171,0,0,0,1,0
23.0,6,2.0,4.0,7.0293,0,0,1,0,0
9.0,2,4.0,1.0,6.9366,1,0,0,0,0
5.0,0,3.0,3.0,5.866,0,0,0,0,0
0.0,0,4.0,3.0,6.7555,0,0,0,1,0
5.0,3,4.0,1.0,5.8309,0,0,1,0,1
35.0,8,4.0,2.0,6.3198,0,0,0,1,1
26.0,8,4.0,2.0,6.4102,0,0,0,0,1
6.0,1,1.0,1.0,6.0903,0,0,0,1,0
6.0,2,4.0,4.0,9.9191,0,1,0,1,1
13.0,7,1.0,4.0,6.7963,0,0,0,0,0
15.0,0,4.0,1.0,5.6385,0,0,0,0,0
5.0,2,4.0,4.0,6.5677,0,0,0,1,0
10.0,2,3.0,3.0,6.7315,0,1,0,0,1
